Study	Site	Qualatative/Quantative	pH	Salinity	Latitude	Longitude	Description	Earth_Water_Air	Sequencing	Library kit	Extraction	BioProject ID	SRA_id	K (mM)	Na (mM)	T(°C)
Huang2024	5C23	Qualatative			-6,86275	-35,358889	River	Water	Illumina NextSeq 2000	Illumina DNA Prep kit	Illumina DNA Prep kit	PRJNA1006745	SRR25694567			
Huang2024	1C53	Qualatative			-7,444333	-35,558889	River	Water	Illumina NextSeq 2000	Illumina DNA Prep kit	Illumina DNA Prep kit	PRJNA1006745	SRR25694550			
Huang2024	MAP12-119M	Qualatative			-33,684462	-70,983488	River	Water	Illumina NextSeq 2000	Illumina DNA Prep kit	Illumina DNA Prep kit	PRJNA986566 	SRR25000042			
Huang2024	MAP7-45G	Qualatative			-33,684725	-70,983374	River	Water	Illumina NextSeq 2000	Illumina DNA Prep kit	Illumina DNA Prep kit	PRJNA986566 	SRR24999989			
Huang2024	MAP8-48H	Qualatative			-33,417785	-70,60916	River	Water	Illumina NextSeq 2000	Illumina DNA Prep kit	Illumina DNA Prep kit	PRJNA986566 	SRR24999986			
Xiao2025	P05_Dec2019	Quantitative	7,22	0,02	35,71	139,72	River	Water	Illumina HiSeq X	QIAseq FX DNA Library Kit	DNeasy Plant Mini Kit	PRJNA976879	SRR24742824			15,6
Xiao2025	P06_Dec2019	Quantitative	7,11	0,02	35,71	139,72	River	Water	Illumina HiSeq X	QIAseq FX DNA Library Kit	DNeasy Plant Mini Kit	PRJNA976879	SRR24742820			16
Xiao2025	P10_Dec2019	Quantitative	7,99	0,01	35,71	139,69	River	Water	Illumina HiSeq X	QIAseq FX DNA Library Kit	DNeasy Plant Mini Kit	PRJNA976879	SRR24742816			12,5
Xiao2025	P09_Dec2019	Quantitative	7,9	0,01	35,71	139,69	River	Water	Illumina HiSeq X	QIAseq FX DNA Library Kit	DNeasy Plant Mini Kit	PRJNA976879	SRR24742811			11,5
Xiao2025	P03_Dec2019	Quantitative	7,07	0,25	35,7	139,75	River	Water	Illumina HiSeq X	QIAseq FX DNA Library Kit	DNeasy Plant Mini Kit	PRJNA976879	SRR24742803			15,1
Xiao2025	P07_Dec2019	Quantitative	8,13	0,01	35,71	139,71	River	Water	Illumina HiSeq X	QIAseq FX DNA Library Kit	DNeasy Plant Mini Kit	PRJNA976879	SRR24742798			16,5
Xiao2025	P08_Dec2019	Quantitative	8,18	0,01	35,71	139,7	River	Water	Illumina HiSeq X	QIAseq FX DNA Library Kit	DNeasy Plant Mini Kit	PRJNA976879	SRR24742794			11,7
Xiao2025	P04_Dec2019	Quantitative	7,03	0,25	35,7	139,75	River	Water	Illumina HiSeq X	QIAseq FX DNA Library Kit	DNeasy Plant Mini Kit	PRJNA976879	SRR24742790			15
Xiao2025	P11_Dec2019	Quantitative	7,87	0,01	35,71	139,69	River	Water	Illumina HiSeq X	QIAseq FX DNA Library Kit	DNeasy Plant Mini Kit	PRJNA976879	SRR24742782			11,6
Rodrigeuz-Ramos2023	erpe_2018_sw_12hr_WHONDRS-SW48-000089	Qualatative			52,476416	13,62571	River	Water	Illumina NovaSeq 6000	TruSeq DNA Nano Kit	MP FastDNA™ SPIN kit	PRJNA946291 	SRR24011147			
Wu24	PR1	Quantitative	7,48	0,012	23,2189	112,8068333	River	Water	Illumina HiSeq 2000		FastDNA SPIN Kit for Soil	PRJNA878949	SRR21518234			17,63
Wu24	PR2	Quantitative	7,53	0,013	23,16115	112,8251	River	Water	Illumina HiSeq 2000		FastDNA SPIN Kit for Soil	PRJNA878949	SRR21518233			29,57
Wu24	PR3	Quantitative	7,25	0,017	22,87745	113,5708166	River	Water	Illumina HiSeq 2000		FastDNA SPIN Kit for Soil	PRJNA878949	SRR21518231			16,45
Wu24	PR4	Quantitative	7,16	0,036	23,05466666	113,1600833	River	Water	Illumina HiSeq 2000		FastDNA SPIN Kit for Soil	PRJNA878949	SRR21518230			17,63
Tee21	FS1	Quantitative	7,29	0,032	-36,550667	174,65225	River	Water	Illumina HiSeq 2500	TruSeq DNA Nano Kit	DNeasy PowerSoil Kit	PRJNA668816	SRR12825414	-	-	20,8
Tee21	FS2	Quantitative	7,25	0,03	-36,55122	174,662444	River	Water	Illumina HiSeq 2500	TruSeq DNA Nano Kit	DNeasy PowerSoil Kit	PRJNA668816	SRR12825413	-	-	18,4
Xamxidin2025	W_1	Quantitative	8,18	15,4	43,61	92,79	Salt lake	Water	Illumina HiSeq 2500	-	ALFA-SEQ Advanced Water DNA Kit	PRJNA1200918 	SRR31818012	-	-	29,9
Xamxidin2025	W_4	Quantitative	8,02	20,2	43,62	92,78	Salt lake	Water	Illumina HiSeq 2500	-	ALFA-SEQ Advanced Water DNA Kit	PRJNA1200918 	SRR31818011	-	-	21,6
Xamxidin2025	W_8	Quantitative	8,11	15,9	43,67	92,81	Salt lake	Water	Illumina HiSeq 2500	-	ALFA-SEQ Advanced Water DNA Kit	PRJNA1200918 	SRR31818010	-	-	19,7
Veloso2023	SAW1_Illumina	Quantitative	6,5	0,35	-21,497972	-68,257028	Salt lake	Water	Illumina NovaSeq 6000	Truseq DNA PCR Free library Kit	DNeasy PowerSoil kit	PRJNA1023877	SRR26473344	-	-	16
Rodrigeuz-Cruz2024	C1M08	Qualatative			26,82825	-102,02464	Salt lake	Water	Illumina Miseq		MP FastDNA™ SPIN kit	PRJNA487362	SRR21542053			
Sierra2022	Lake Hillier	Quantitative	7,4	28	-34,095	123,2028	Salt lake	Water	Illumina HiSeq 2500	Nextera XT library preparation kit	E.Z.N.A Mollusc DNA Kit	PRJNA865792	SRR21053863	-	-	
Kheiri2023	Pooled	Quantitative	8,925	25,37	34,78243195	45,30924322	Salt lake	Water	Illumina NovaSeq 6000		Qiagen DNeasy (Qiagen).	PRJNA825141 	SRR19434976	102,3	4,02	-
Viver_x	Tuz Lake 2	Qualatative		-	38,75375	33,28336	Salt lake	Water	Illumina NextSeq 500	Nextera Flex	In house method	PRJEB45291	ERR14693528			
Viver_x	Tuz Lake 1	Qualatative		33	38,75375	33,28336	Salt lake	Water	Illumina NextSeq 500	Nextera Flex	In house method	PRJEB45291	ERR14693527			
Viver_x	Sebkha Ezzemoul	Qualatative		30	35,88694	6,51389	Salt lake	Water	Illumina NextSeq 500	Nextera Flex	In house method	PRJEB45291	ERR14693524			
Viver_x	Fara Fund	Qualatative		29	45,87611	24,0675	Salt lake	Water	Illumina NextSeq 500	Nextera Flex	In house method	PRJEB45291	ERR10323222			
Lach2023	W1	Quantitative	7	32,3	49,96917	20,4175	Salt mine	Water	Illumina NextSeq 500	TruePrep DNA Library Prep Kit V2		PRJNA848445	SRR23190779			
Garcia-roldan2024	21IC19,5	Quantitative	7,54	19,5	37,211083	-7,327389	Saltern	Water	Illumina NovaSeq 6000	Novogene NGS	PCI	PRJNA890281	SRR28305195			
Garcia-roldan2024	21IC22	Quantitative	7,6	22	37,211083	-7,327389	Saltern	Water	Illumina NovaSeq 6000	Novogene NGS	PCI	PRJNA890281	SRR28305193			
Garcia-roldan2024	21IC36_1	Quantitative	7,44	36	37,211083	-7,327389	Saltern	Water	Illumina NovaSeq 6000	Novogene NGS	PCI	PRJNA890281	SRR28305192			
Garcia-roldan2024	21IC39_1	Quantitative	7,24	39	37,211083	-7,327389	Saltern	Water	Illumina NovaSeq 6000	Novogene NGS	PCI	PRJNA890281	SRR28305190			
Garcia_roldan2023	Isla_cristina	Quantitative	6,7	42	37,211083	-7,327389	Saltern	Water	Illumina NovaSeq 6000	Novogene NGS	PCI	PRJNA890281	SRR21894959	-	-	31,1
Lopez-Garcia2023	GEN190320_L_Sal14_ALL_lib80448_1474_2			14	38,201317	-0,595315	Saltern	Water	Illumina HiSeq 2500			PRJNA756245	SRR15526472			
Lopez-Garcia2023	GEN190320_L_Sal32_ALL_lib80450_1474_2			32	38,196667	-0,59522	Saltern	Water	Illumina HiSeq 2500			PRJNA756245	SRR15526470			
Lopez-Garcia2023	GEN190320_L_Sal6_ALL_lib80446_1474_2	Qualitative		6	38,197861	-0,603653	Saltern	Water	Illumina HiSeq 2500			PRJNA756245	SRR15526462			
Viver_x	Arinaga 1 – Gran Canaria	Qualatative		34	27,85139	-15,40194	Saltern	Water	Illumina NextSeq 500	Nextera Flex	In house method	PRJEB45291	ERR14693534			
Viver_x	Lo Valdivia 2	Qualatative		26	-34,69889	-72,0122	Saltern	Water	Illumina NextSeq 500	Nextera Flex	In house method	PRJEB45291	ERR14693532			
Viver_x	Bloemfontein	Qualatative		25	-28,75583	26,04861	Saltern	Water	Illumina NextSeq 500	Nextera Flex	In house method	PRJEB45291	ERR14693531			
Viver_x	Eliat 6	Qualatative		33	29,55806	34,965	Saltern	Water	Illumina NextSeq 500	Nextera Flex	In house method	PRJEB45291	ERR14693530			
Viver_x	Santa Pola	Qualatative		37	38,18472	-0,58556	Saltern	Water	Illumina NextSeq 500	Nextera Flex	In house method	PRJEB45291	ERR14693526			
Viver_x	s'Avall	Qualatative		36,2	39,32444	2,98917	Saltern	Water	Illumina NovaSeq 6000	-	In house method	PRJEB45291	ERR14141142			
Viver_x	Coco 2 – Mallorca	Qualatative		30	39,26528	3,05139	Saltern	Water	Illumina NextSeq 500	-	In house method	PRJEB45291	ERR13257693			
Viver_x	Coco 1 – Mallorca	Qualatative		31	39,26528	3,05139	Saltern	Water	Illumina NextSeq 500	-	In house method	PRJEB45291	ERR13257692			
Viver_x	Rio Maior	Qualatative		32	39,32611	-8,92139	Saltern	Water	Illumina NextSeq 500	Nextera Flex	In house method	PRJEB45291	ERR12722228			
Viver_x	Lake Grassmere	Qualatative		37	-41,722	174,136	Saltern	Water	Illumina NextSeq 500	Nextera Flex	In house method	PRJEB45291	ERR10323221			
Viver_x	Es_Trenc	Qualatative		34	39,35083	3,0125	Saltern	Water	Illumina NextSeq 500	Nextera Flex	In house method	PRJEB45291	ERR10323220			
Damashek2019	SIMO_09D	Qualitative			31,418	-81,293	Sea	Water	Illumina Hiseq 2500	TruSeq DNA kit (Illumina)	DNeasy PowerSoil kit (QIAGEN	PRJNA552566	SRR9660393			
Biller2018	S0630	Qualitative			31,66	-64,16	Sea	Water	Illumina NextSeq 550	Nextera XT Library Preparation Ki	PCI	PRJNA385855	SRR6507280			
Biller2018	S0627	Qualitative			22,75	-158	Sea	Water	Illumina NextSeq 550	Nextera XT library preparation kit	PCI	PRJNA385855	SRR6507277			
Biller2018	S0016	Qualitative			36,2067	-53,2681	Sea	Water	Illumina NextSeq 550	Nextera XT library preparation kit	PCI	PRJNA385855	SRR5788433			
Biller2018	S0283	Qualitative			32,499	-176,03	Sea	Water	Illumina NextSeq 550	Nextera XT library preparation kit	PCI	PRJNA385855	SRR5788396			
Biller2018	S0001	Qualitative			49,7225	-42,4467	Sea	Water	Illumina NextSeq 550	Nextera XT library preparation kit	PCI	PRJNA385855	SRR5788236			
Biller2018	S0010	Qualitative			46,312	-39,658	Sea	Water	Illumina NextSeq 550	Nextera XT Library Preparation Ki	PCI	PRJNA385855	SRR5788230			
Biller2018	S0041	Qualitative			9,5462	-50,48686	Sea	Water	Illumina NextSeq 550	Nextera XT library preparation kit	PCI	PRJNA385855	SRR5788194			
Biller2018	S0037	Qualitative			13,16	-53,4215	Sea	Water	Illumina NextSeq 550	Nextera XT library preparation kit	PCI	PRJNA385855	SRR5788193			
Biller2018	S0248	Qualitative			17,399	-24,499	Sea	Water	Illumina NextSeq 550	Nextera XT Library Preparation Ki	PCI	PRJNA385855	SRR5788175			
Biller2018	S0065	Qualitative			38,65497	-69,13131	Sea	Water	Illumina NextSeq 550	Nextera XT library preparation kit	PCI	PRJNA385855	SRR5788065			
Biller2018	S0269	Qualitative			-30,0006	162,998	Sea	Water	Illumina NextSeq 550	Nextera XT library preparation kit	PCI	PRJNA385855	SRR5788038			
Biller2018	S0451	Qualitative			-34,62898	17,06995	Sea	Water	Illumina NextSeq 550	Nextera XT library preparation kit	PCI	PRJNA385855	SRR5788032			
Haro-Moreno2019	Med-OCT2015-15m	Qualatative			37,35361	-0,286194	Sea	Water	Illumina HiSeq 4000	Nextera XT library preparation kit	DNeasy Blood & Tissue Kit	PRJNA352798	SRR5007106			
Thangaj2026	DD5	Qualitative			15,99	129,99	Sea	Water	Illumina HiSeq 2500			PRJNA1311452	SRR35215095			
Thangaj2026	DD3	Qualitative			13,99	129,99	Sea	Water	Illumina HiSeq 2500			PRJNA1311452	SRR35200055			
Thangaj2026	DD7	Qualitative			17,99	129,99	Sea	Water	Illumina HiSeq 2500			PRJNA1311452	SRR35200054			
Thangaj2026	DD1	Qualitative			11,99	129,99	Sea	Water	Illumina HiSeq 2500			PRJNA1311452	SRR35150178			
Tucker2025	HADS_20210818_H0900_STO1	Qualatative			21,489	-157,7663	Sea	Water	Illumina NextSeq 500	300 cycle kit	PCI	PRJNA1201851	SRR31951251			
Tucker2025	HADS_20210818_H0900_xHP1	Qualatative			21,4366	-157,803	Sea	Water	Illumina NextSeq 500	300 cycle kit	PCI	PRJNA1201851	SRR31942765			
Kojima2025	CJ V7	Quantitative	8,03	3,172	29,762131	-93,340714	Sea	Water	Illumina NextSeq 500	Kapa HyperPlus kit	In house method	PRJNA1171802	SRR30952029			29,23
Seong2024	Scallop_5	Qualatative			38,24103	128,61942	Sea	Water	HiSeq X Ten	TruSeq DNA Nano Kit	DNeasy PowerSoil Kit	PRJNA1113386	SRR29090693			14,78
Liu et al,2024	S07_Surface_02um_0714	Quantitative	8,111	3,114	30,1282	122,74599	Sea	Water	Illumina NovaSeq 6000	NovaSeq 6000 Reagent Kit	DNeasy PowerSoil Kit	PRJNA1081583	SRR28144604			22,534
Liu et al,2024	S08_Middle_02um_0714	Quantitative	8,046	3,236	30,12079	122,72947	Sea	Water	Illumina NovaSeq 6000	NovaSeq 6000 Reagent Kit	DNeasy PowerSoil Kit	PRJNA1081583	SRR28144596			20,802
Liu et al,2024	S08_Bottom_02um_0714	Quantitative	7,987	3,368	30,12079	122,72947	Sea	Water	Illumina NovaSeq 6000	NovaSeq 6000 Reagent Kit	DNeasy PowerSoil Kit	PRJNA1081583	SRR28144595			19,093
Liu et al,2024	S03_Bottom	Quantitative	7,835	3,425	31,2781	122,8883	Sea	Water	Illumina NovaSeq 6000	NovaSeq 6000 Reagent Kit	DNeasy PowerSoil Kit	PRJNA1081583	SRR28144577			20,551
Liu et al,2024	S04_Surface	Quantitative	8,19	3,366	30,9954	123,5024	Sea	Water	Illumina NovaSeq 6000	NovaSeq 6000 Reagent Kit	DNeasy PowerSoil Kit	PRJNA1081583	SRR28144566			28,93
Liu et al,2024	S04_Bottom	Quantitative	7,93	3,4278	30,9954	123,5024	Sea	Water	Illumina NovaSeq 6000	NovaSeq 6000 Reagent Kit	DNeasy PowerSoil Kit	PRJNA1081583	SRR28144555			19,88
Liu et al,2024	S05_Surface	Quantitative	8,06	3,121	30,7949	122,6331	Sea	Water	Illumina NovaSeq 6000	NovaSeq 6000 Reagent Kit	DNeasy PowerSoil Kit	PRJNA1081583	SRR28144544			24,76
Liu et al,2024	S05_Bottom	Quantitative	7,92	3,318	30,7949	122,6331	Sea	Water	Illumina NovaSeq 6000	NovaSeq 6000 Reagent Kit	DNeasy PowerSoil Kit	PRJNA1081583	SRR28144533			22,57
Liu et al,2024	S09_Surface	Quantitative	8,31	3,12	30,0043	122,8316	Sea	Water	Illumina NovaSeq 6000	NovaSeq 6000 Reagent Kit	DNeasy PowerSoil Kit	PRJNA1081583	SRR28144522			28
Liu et al,2024	S09_Bottom	Quantitative	7,87	3,433	30,0043	122,8316	Sea	Water	Illumina NovaSeq 6000	NovaSeq 6000 Reagent Kit	DNeasy PowerSoil Kit	PRJNA1081583	SRR28144511			19,46
Rhalf2023	SSW_Syr_0,2µm_04022020	Qualatative			58,880872	11,1112471	Sea	Water	Illumina HiSeq X	Illumina DNA Prep with Enrichment Reference Guide	DNeasy PowerSoil Pro Kit	PRJNA811790	SRR18243864			
Rhalf2023	SSW_Syr_0,2µm_06022020	Qualatative			58,881814	11,110815	Sea	Water	Illumina HiSeq X	Illumina DNA Prep with Enrichment Reference Guide	DNeasy PowerSoil Pro Kit	PRJNA811790	SRR18243859			
Rhalf2023	SSW_Syr_0,2µm_07022020	Qualatative			58,883268	11,105827	Sea	Water	Illumina HiSeq X	Illumina DNA Prep with Enrichment Reference Guide	DNeasy PowerSoil Pro Kit	PRJNA811790	SRR18243853			
Rhalf2023	SSW_Syr_0,2µm_11022020	Qualatative			58,881934	11,12074	Sea	Water	Illumina HiSeq X	Illumina DNA Prep with Enrichment Reference Guide	DNeasy PowerSoil Pro Kit	PRJNA811790	SRR18243848			
Rhalf2023	SSW_Syr_0,2µm_13022020 	Qualatative			58,88082	11,115091	Sea	Water	Illumina HiSeq X	Illumina DNA Prep with Enrichment Reference Guide	DNeasy PowerSoil Pro Kit	PRJNA811790	SRR18243842			
Rhalf2023	SSW_Syr_0,2µm_14022020	Qualatative			58,876092	11,110915	Sea	Water	Illumina HiSeq X	Illumina DNA Prep with Enrichment Reference Guide	DNeasy PowerSoil Pro Kit	PRJNA811790	SRR18243837			
Rhalf2023	SSW_Syr_0,2µm_15022020	Qualatative			58,88679	11,106764	Sea	Water	Illumina HiSeq X	Illumina DNA Prep with Enrichment Reference Guide	DNeasy PowerSoil Pro Kit	PRJNA811790	SRR18243831			
Rhalf2023	SSW_Syr_0,2µm_19022020	Qualatative			58,885847	11,106157	Sea	Water	Illumina HiSeq X	Illumina DNA Prep with Enrichment Reference Guide	DNeasy PowerSoil Pro Kit	PRJNA811790	SRR18243826			
Rhalf2023	SSW_Syr_0,2µm_24022020	Qualatative			58,880987	11,136508	Sea	Water	Illumina HiSeq X	Illumina DNA Prep with Enrichment Reference Guide	DNeasy PowerSoil Pro Kit	PRJNA811790	SRR18243822			
Yang2024	S7_1	Quantitative	7,95	3,01	78,92	12,04	Sea	Water	Illumina HiSeq 2500	NEB Next Ultra DNA Library Prep Kit	DNA easy Power Water kit	PRJNA729603	SRR14527633	-	-	-
Yang2024	S7_3	Quantitative	7,93	3,011	78,92	12,04	Sea	Water	Illumina HiSeq 2500	NEB Next Ultra DNA Library Prep Kit	DNA easy Power Water kit	PRJNA729603	SRR14527632	-	-	-
Anantharaman2016	Seawater	Quantitative	8	3,45	-22,76128	-176,18948	Sea	Water	Illumina HiSeq 2000	-	In house method	PRJNA234377	SRR1217463	10,1	464	2
Somee2021	KS	Quantitative	8,13	3,55	29,13194	50,18105	Sea	Water	Illumina NovaSeq 6000		PCI	PRJNA575141 	SRR11922362			27
Somee2021	HS	Quantitative	8,1	4	27,06112	56,24636	Sea	Water	Illumina NovaSeq 6000		PCI	PRJNA575141 	SRR11922361			27
Somee2021	AS	Quantitative	7,9	3,5	27,1367	52,32542	Sea	Water	Illumina NovaSeq 6000		PCI	PRJNA575141 	SRR11922360			29
Glasl2020	36323	Qualatative			-19,15336	146,86514	Sea	Water	Illumina HiSeq 2500	Nextera XT Library Preparation Ki	DNeasy PowerSoil kit	PRJNA594068	SRR10694889			
Chriari2024	Gibraltar	Quantitative	7,69	3,419	35,82	-5,75	Sea	Water	Illumina Miseq			PRJEB8682	ERR771019			28
Sunagawa2020	TARA138	Qualatative			6,33	-102,943	Sea	Water	Illumina HiSeq 2000		-	PRJEB1787	ERR599175			
Sunagawa2020	TARA068	Qualatative			-31,0198	4,66	Sea	Water	Illumina HiSeq 2000		-	PRJEB1787	ERR599131			
Sunagawa2020	TARA085	Qualatative			-62,0349	-49,5383	Sea	Water	Illumina HiSeq 2000		-	PRJEB1787	ERR599125			
Sunagawa2020	TARA065	Qualatative			-35,172	26,286	Sea	Water	Illumina HiSeq 2000		-	PRJEB1787	ERR599110			
Sunagawa2020	TARA142	Qualatative			25,492	-88,34	Sea	Water	Illumina HiSeq 2000		-	PRJEB1787	ERR599100			
Sunagawa2020	TARA025	Qualatative			39,3756	19,399	Sea	Water	Illumina HiSeq 2000		-	PRJEB1787	ERR599094			
Sunagawa2020	TARA098	Qualatative			-26,72	-110,0423	Sea	Water	Illumina HiSeq 2000		-	PRJEB1787	ERR599093			
Sunagawa2020	TARA124	Qualatative			-9,27	-140,592	Sea	Water	Illumina HiSeq 2000		-	PRJEB1787	ERR599080			
Sunagawa2020	TARA057	Qualatative			-17,0248	42,74	Sea	Water	Illumina HiSeq 2000		-	PRJEB1787	ERR599058			
Sunagawa2020	TARA102	Qualatative			-5,25	-85,14	Sea	Water	Illumina HiSeq 2000		-	PRJEB1787	ERR599055			
Sunagawa2020	TARA141	Qualatative			9,4866	-80,133	Sea	Water	Illumina HiSeq 2000		-	PRJEB1787	ERR599029			
Sunagawa2020	TARA042	Qualatative			6,001	73,89	Sea	Water	Illumina HiSeq 2000		-	PRJEB1787	ERR599013			
Sunagawa2020	TARA072	Qualatative			-8,18	-17,916	Sea	Water	Illumina HiSeq 2000		-	PRJEB1787	ERR599005			
Sunagawa2020	TARA076	Qualatative			-20,93	-35,18	Sea	Water	Illumina HiSeq 2000		-	PRJEB1787	ERR599000			
Sunagawa2020	TARA145	Qualatative			39,23	-70,0377	Sea	Water	Illumina HiSeq 2000		-	PRJEB1787	ERR598983			
Sunagawa2020	TARA133	Qualatative			35,366	-127,47	Sea	Water	Illumina HiSeq 2000		-	PRJEB1787	ERR598942			
Sunagawa2020	TARA_163	Quantitative	8,025	3,49	76,1804	1,3093	Sea	Water	Illumina HiSeq 2000		-	PRJEB9740	ERR3589593			
Sunagawa2020	TARA_155	Quantatative	8,019	3,533	54,5305	-16,9377	Sea	Water	Illumina HiSeq 2000		-	PRJEB9740	ERR3589591			
Sunagawa2020	TARA_175	Quantitative	8,152	3,427	79,2238	66,3443	Sea	Water	Illumina HiSeq 2500		-	PRJEB9740	ERR3589589			
Sunagawa2020	TARA_163	Quantitative	8,025	3,49	76,1804	1,3093	Sea	Water	Illumina HiSeq 2000		-	PRJEB9740	ERR3589586			
Sunagawa2020	TARA_155	Quantitative	8,019	3,533	54,5305	-16,9377	Sea	Water	Illumina Hiseq 2500		-	PRJEB9740	ERR3589583			
Sunagawa2020	TARA_193	Quantatative	8,188	2,484	71,0704	174,9917	Sea	Water	Illumina HiSeq 2000		-	PRJEB9740	ERR3589581			
Sunagawa2020	TARA_188	Quantitative	8,18	3,299	78,2518	91,8557	Sea	Water	Illumina HiSeq 2000		-	PRJEB9740	ERR3589579			
Sunagawa2020	TARA_175	Quantitative	8,152	3,427	79,2238	66,3443	Sea	Water	Illumina HiSeq 2000		-	PRJEB9740	ERR3589577			
Sunagawa2020	TARA_206	Quantatative	8,184	3,204	70,965	-53,6036	Sea	Water	Illumina HiSeq 2000		-	PRJEB9740	ERR3589561			
Sunagawa2020	TARA_196	Quantatative	8,086	2,89	71,8895	-154,9101	Sea	Water	Illumina HiSeq 2000		-	PRJEB9740	ERR3589557			
Sanchez2024	MH_141_3M	Qualatative			26,9110345	-32,8366336	Sea	Water	Illumina HiSeq 2000	TruSeq SBS Kit v3-HS	PCI	PRJEB52452	ERR10125007			
Sanchez2024	MH_120_3M	Qualatative			10,7586882	-102,4426696	Sea	Water	Illumina HiSeq 2000	TruSeq SBS Kit v3-HS	PCI	PRJEB52452	ERR10123584			
Sanchez2024	MH_101_3M	Qualatative			21,8901488	-155,6641252	Sea	Water	Illumina HiSeq 2000	TruSeq SBS Kit v3-HS	PCI	PRJEB52452	ERR10123312			
Sanchez2024	MH_092_3M	Qualatative			-3,4104601	-169,4625398	Sea	Water	Illumina HiSeq 2000	TruSeq SBS Kit v3-HS	PCI	PRJEB52452	ERR10123278			
Sanchez2024	MH_083_3M	Qualatative			-23,3639779	-178,2186153	Sea	Water	Illumina HiSeq 2000	TruSeq SBS Kit v3-HS	PCI	PRJEB52452	ERR10123214			
Sanchez2024	MH_076_3M	Qualatative			-40,550466	142,4972238	Sea	Water	Illumina HiSeq 2000	TruSeq SBS Kit v3-HS	PCI	PRJEB52452	ERR10123142			
Sanchez2024	MH_063_4000M	Qualatative			-29,5907834	96,3912674	Sea	Water	Illumina HiSeq 2000	TruSeq SBS Kit v3-HS	PCI	PRJEB52452	ERR10123138			
Sanchez2024	MH_049_6M	Qualatative			-33,9073629	37,0424031	Sea	Water	Illumina HiSeq 2000	TruSeq SBS Kit v3-HS	PCI	PRJEB52452	ERR10121408			
Sanchez2024	MH_044_3M	Qualatative			-33,2531392	15,374434	Sea	Water	Illumina HiSeq 2000	TruSeq SBS Kit v3-HS	PCI	PRJEB52452	ERR10121361			
Sanchez2024	MH_030_3M	Qualatative			-25,8434826	-27,5826997	Sea	Water	Illumina HiSeq 2000	TruSeq SBS Kit v3-HS	PCI	PRJEB52452	ERR10114975			
Sanchez2024	MH_019_3M	Qualatative			-7,2137641	-29,3386581	Sea	Water	Illumina HiSeq 2000	TruSeq SBS Kit v3-HS	PCI	PRJEB52452	ERR10114617			
Yoshitake2021	150804_SndC9_43m_pooled	Qualitative		3,37261	37,99974667	141,2166667	Sea	Water	Illumina HiSeq 2500	Nextera Flex	DNA easy Power Water kit	PRJDB5375	DRR083463			13,8868
Yoshitake2021	140512_AlnA21_10m_pooled	Qualitative			37,591	147,149	Sea	Water	Illumina HiSeq 2500	Nextera Flex	DNA easy Power Water kit	PRJDB5375	DRR083414			
Yoshitake2021	120304_AlnA4_10m_pooled	Qualitative		3,30621	42,15000153	145,0800018	Sea	Water	Illumina HiSeq 2500	Nextera Flex	DNA easy Power Water kit	PRJDB5375	DRR083050			
Rhalf2023	Snow_03_04022020	Qualitative			58,8765692	11,1463651	Snow	Water	Illumina HiSeq X	Illumina DNA Prep with Enrichment Reference Guide	DNeasy PowerSoil Pro Kit	PRJNA811790	SRR18243867			
Zhao2022	Habor Lake	Qualitative	9,78	27	39,1825	109,0019	Soda Lake	Water	Illumina HiSeq 2000		PowerWater® DNA Isolation kit	PRJNA549802	SRR9330151			
Zhao2022	Hutong Qagan Lake	Qualitative	10,01	17	39,1825	109,0019	Soda Lake	Water	Illumina HiSeq 2000		PowerWater® DNA Isolation kit	PRJNA549802	SRR9330149			
Zhao2022	DME11221-S	Quantitative	10,08	5,5	39,1825	109,0019	Soda Lake	Water	Illumina HiSeq 2000		PowerWater® DNA Isolation kit	PRJNA549802	SRR9330150			
Zhao2022	DME11225-S	Quantitative	9,93	20,7	39,4171	108,6803	Soda Lake	Water	Illumina HiSeq 2000		PowerWater® DNA Isolation kit	PRJNA549802	SRR9330152			
Zhao2022	DME11226-S	Quantitative	10	15	39,4171	108,6803	Soda Lake	Water	Illumina HiSeq 2000		PowerWater® DNA Isolation kit	PRJNA549802	SRR9330153			
Zhao2022	DME11220-S	Quantitative	10,8	32	39,4171	108,6803	Soda Lake	Water	Illumina HiSeq 2000		PowerWater® DNA Isolation kit	PRJNA549802	SRR9330156			
Vavourakis2016	PL	Quantitative	9,5	25	51,65	79,75	Soda Lake	Water	Illumina HiSeq 2000	KAPA Illumina library creation kit	PCI	SRP012436	SRR490146	-	-	-
Vavourakis2016	Tc	Quantitative	9,9	30	51,67	79,91	Soda Lake	Water	Illumina HiSeq 2000	KAPA Illumina library creation kit	PCI	SRP012436	SRR490136	-	-	-
Vavourakis2016	Lake_T5	Quantitative	9,9	17	51,73	79,87	Soda Lake	Water	Illumina HiSeq 2000	KAPA Illumina library creation kit	PCI	SRP012436	SRR490135	-	-	-
Vavourakis2016	Lake_B1	Quantitative	10,2	40	51,62	79,84	Soda Lake	Water	Illumina HiSeq 2000	KAPA Illumina library creation kit	PCI	SRP012436	SRR490126	-	-	-
Hernandez-Vazquez2026	DD0m	Qualitative			21,8466	-105,88	Soda Lake	Water	Illumina MiSeq	Nextera Flex		PRJNA1240669	SRR32816596			
